"","COMPID","PUMA.NAME","AREA","POP","DENS","UR"
"547","1208623","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village",125.45,105632,842.024711040255,"U"
"548","1208624","Miami-Dade County (South)--Homestead City (North) & Florida City (North)",75.41,100194,1328.65667683331,"U"
"549","1208700","Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties",6063.37,101291,16.7053965039244,"R"
"550","1208900","Nassau & Baker Counties",3195.71,100429,31.4261932403128,"R"
"551","1209100","Okaloosa County",2409.33,180822,75.0507402472887,"R"
"552","1209300","Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties",8635.53,102894,11.9151922348715,"R"
"553","1209501","Orange County (Northwest)",349.67,126654,362.210083793291,"U"
"554","1209502","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",136.78,121592,888.960374323732,"U"
"555","1209503","Orange County (Southwest)--Disney-International Drive Region",340.4,105917,311.154524089307,"U"
"556","1209504","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle",88.33,125220,1417.63840144911,"U"
"557","1209505","Orange County (Central)--Orlando City (East Downtown) & Azalea Park",64.22,108980,1696.9791342261,"U"
"558","1209506","Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)",67.26,101497,1509.02468034493,"U"
"559","1209507","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",83.37,107435,1288.65299268322,"U"
"560","1209508","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park",84.52,107817,1275.63890203502,"U"
"561","1209509","Orange County (Southeast)",599.33,122100,203.727495703536,"U"
"562","1209510","Orange County (Northeast)",525.99,118744,225.753341318276,"U"
"563","1209701","Osceola County (West)",478.07,150845,315.529106616186,"U"
"564","1209702","Osceola County (East)",2960.02,117840,39.8105418206634,"R"
"565","1209901","Palm Beach County (Northeast)",205.95,103754,503.782471473659,"U"
"566","1209902","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",278.53,112504,403.920583061071,"U"
"567","1209903","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",101.02,142518,1410.78994258563,"U"
"568","1209904","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)",67.48,124204,1840.60462359218,"U"
"569","1209905","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",68.55,125430,1829.75929978118,"U"
"570","1209906","Palm Beach County (East Central)--Greater Boynton Beach City (North)",104.29,149191,1430.53984082846,"U"
"571","1209907","Palm Beach County (Southeast)--Greater Delray Beach City",90.45,114816,1269.3864013267,"U"
"572","1209908","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",97.46,106704,1094.8491688898,"U"
"573","1209909","Palm Beach County (West of Boca Raton City)",91.19,103727,1137.4821800636,"U"
"574","1209910","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",263.71,102440,388.457017177961,"U"
"575","1209911","Palm Beach County (West)--Glades & Western Communities",3733.03,134846,36.1223992306518,"R"
"576","1210101","Pasco County (East Central)",1053.81,114487,108.641026370978,"R"
"577","1210102","Pasco County (West Central)",448.46,104558,233.148998795879,"U"
"578","1210103","Pasco County (Gulf Coast)",142.37,129773,911.519280747348,"U"
"579","1210104","Pasco County (South)",289.78,115879,399.886120505211,"U"
"580","1210301","Pinellas County (North)",156.92,117168,746.673464185572,"U"
"581","1210302","Pinellas County (North Central)",87.95,107370,1220.80727686185,"U"
"582","1210303","Pinellas County (Central)--Clearwater City (South & Central)",65.04,104566,1607.71832718327,"U"
"583","1210304","Pinellas County (Central)--Greater Largo City",72.36,107480,1485.35102266446,"U"
"584","1210305","Pinellas County (West Central)--Greater Seminole City",72.53,107780,1486.00579070729,"U"
"585","1210306","Pinellas County (Central)--Greater Pinellas Park City",87.87,109431,1245.3738477296,"U"
"586","1210307","Pinellas County (Southeast)--St. Petersburg City (East)",95.01,151899,1598.76855067888,"U"
"587","1210308","Pinellas County (South Central)--St. Petersburg City (West)",71.45,110848,1551.40657802659,"U"
"588","1210501","Polk County (Northwest)",745.58,173680,232.946162718957,"U"
"589","1210502","Polk County (Northeast)",823.73,158399,192.2948053367,"U"
"590","1210503","Polk County (Central)",374.55,133015,355.132826057936,"U"
"591","1210504","Polk County (South)",2712.52,137001,50.5069087048206,"R"
"592","1210700","Putnam & St. Johns (South) Counties",2514.39,100762,40.0741332887897,"R"
"593","1210900","St. Johns County (North)",925.84,163641,176.748682277715,"U"
"594","1211101","St. Lucie County (North)",1179.7,102496,86.8831058743748,"R"
"595","1211102","St. Lucie County (South)",301.59,175293,581.229483736198,"U"
"596","1211300","Santa Rosa County",2620.04,151372,57.774690462741,"R"
"597","1211501","Sarasota County (North)",117.28,123642,1054.24624829468,"U"
"598","1211502","Sarasota County (Central & Gulf Coast)",200.22,131395,656.253121566277,"U"
"599","1211503","Sarasota County (East)",1122.19,124411,110.864470365981,"R"
"600","1211701","Seminole County (West)",153.88,106584,692.643618403951,"U"
"601","1211702","Seminole County (North Central)",113.46,104246,918.790763264587,"U"
"602","1211703","Seminole County (South Central)",85.85,104294,1214.83983692487,"U"
"603","1211704","Seminole County (East)",447.68,107594,240.336847748392,"U"
"604","1212100","Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",9026.13,107014,11.8560224592378,"R"
"605","1212701","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",888.62,110993,124.904908734892,"R"
"606","1212702","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",455.75,127717,280.234777838727,"U"
"607","1212703","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",383.26,130896,341.53316286594,"U"
"608","1212704","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",1064.43,118069,110.922277650949,"R"
"609","1300100","Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties",3773.81,144472,38.2827964311929,"R"
"610","1300200","Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",3434.48,108150,31.4894831240828,"R"
"611","1300300","Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",4650.61,137060,29.4714026762081,"R"
"612","1300401","Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City",332.37,159408,479.610073111292,"U"
"613","1300402","Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)",772.09,105720,136.927042184201,"U"
"614","1300500","Southern Georgia Regional Commission (East & Central)",12945.6,168389,13.0074310962798,"R"
"615","1300600","Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City",1284.81,109233,85.018796553576,"R"
"616","1300700","Southern Georgia Regional Commission (West)",6011.04,128961,21.4540245947457,"R"
"617","1300800","Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",4297.96,111897,26.0349095850124,"R"
"618","1300900","Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties",1772.78,122863,69.3052719457575,"R"
"619","1301001","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",118.66,109678,924.304736221136,"U"
"620","1301002","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City",114.93,107498,935.33455146611,"U"
"621","1301003","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",183.04,108325,591.810533216783,"U"
"622","1301004","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities",469.4,114386,243.685556028973,"U"
"623","1301005","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",240.73,148314,616.101026045777,"U"
"624","1301006","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",86.45,109963,1271.98380566802,"U"
"625","1301007","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)",67.31,123918,1841.00430842371,"U"
"626","1301008","Atlanta Regional Commission (Central)--DeKalb County (South)",184.1,116891,634.932102118414,"U"
"627","1301100","Southwest Georgia Regional Commission (West & Central)",9198.97,121673,13.2268069142524,"R"
"628","1301200","Heart of Georgia Altamaha Regional Commission (Southeast)",9008.42,160190,17.7822526036752,"R"
"629","1301300","Heart of Georgia Altamaha Regional Commission (North & West)",8606.15,143009,16.6170703508538,"R"
"630","1301400","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",646.88,155547,240.457271827851,"U"
"631","1301500","Middle Georgia Regional Commission (South)--Houston & Pulaski Counties",1617.63,151910,93.9089903129887,"R"
"632","1301600","Middle Georgia Regional Commission (North & Outside Bibb County)",6922.87,180942,26.1368478680085,"R"
"633","1301700","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",1204.66,201152,166.978234522604,"U"
"634","1301800","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",12316.48,169735,13.781129023877,"R"
"635","1301900","Three Rivers Regional Commission (East)",2859.05,151067,52.8381805145066,"R"
"636","1302001","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",149.23,126130,845.205387656637,"U"
"637","1302002","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",95.42,129332,1355.39719136449,"U"
"638","1302003","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",149.43,155142,1038.2252559727,"U"
"639","1302004","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",97.75,137880,1410.53708439898,"U"
"640","1302100","Three Rivers Regional Commission (North Central)--Coweta County",1141.91,127317,111.494776295855,"R"
"641","1302200","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",3137.1,100870,32.1539000988174,"R"
"642","1302300","Three Rivers Regional Commission (Northwest)--Carroll County",1292.6,110527,85.50750425499,"R"
"643","1302400","Atlanta Regional Commission (South Central)--Fayette County",503.34,106567,211.719712321691,"U"
"644","1302500","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",2855.22,166572,58.3394624582344,"R"
"645","1302600","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",2838.26,175346,61.7794000549632,"R"
"646","1302700","Northwest Georgia Regional Commission (North Central)--Whitfield County",752.3,102599,136.380433337764,"U"
"647","1302800","Northwest Georgia Regional Commission (Northeast)",4521.07,176219,38.977277502892,"R"
"648","1302900","Northwest Georgia Regional Commission (East Central)--Bartow County",1190.21,100157,84.150696095647,"R"
"649","1303001","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",146.7,140042,954.614860259032,"U"
"650","1303002","Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities",168.46,124405,738.483913095097,"U"
"651","1303003","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",229.7,123322,536.882890727035,"U"
"652","1303004","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",165.07,154587,936.493608772036,"U"
"653","1303005","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",169.5,145722,859.716814159292,"U"
"654","1303101","Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities",227.5,102871,452.18021978022,"U"
"655","1303102","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)",864.62,111475,128.929471906734,"R"
"656","1303200","Georgia Mountains Regional Commission (North & Northwest)",4125.67,127543,30.9144938882654,"R"
"657","1303300","Georgia Mountains Regional Commission (Southwest)--Forsyth County",580.21,175511,302.495648127402,"U"
"658","1303400","Georgia Mountains Regional Commission (South Central)--Hall County",1017.3,179684,176.628329892854,"U"
"659","1303500","Georgia Mountains Regional Commission (Southeast)",3060.98,134908,44.0734666675379,"R"
"660","1303600","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",308.73,116714,378.045541411589,"U"
"661","1303700","Northeast Georgia Regional Commission (East)",4258.21,111987,26.299078720871,"R"
"662","1303800","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",1294.92,129852,100.278009452321,"R"
"663","1303900","Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",2696.68,115536,42.8437931085631,"R"
"664","1304000","Central Savannah River Area Regional Commission (East Central)--Richmond County",840,200549,238.74880952381,"U"
"665","1304001","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",153.6,135979,885.279947916667,"U"
"666","1304002","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",213.35,108241,507.340051558472,"U"
"667","1304003","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City",181.14,144475,797.587501380148,"U"
"668","1304004","Atlanta Regional Commission (Northeast)--Gwinnett County (East)",233.29,103912,445.419863688971,"U"
"669","1304005","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City",179.98,118448,658.117568618736,"U"
"670","1304006","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City",153.33,194266,1266.97971695037,"U"
"671","1304100","Central Savannah River Area Regional Commission (East Central)--Columbia County",751.33,124053,165.111202800367,"U"
"672","1304200","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",11424.44,130299,11.4052855107121,"R"
"673","1304300","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties",1041.06,185173,177.869671296563,"U"
"674","1304400","Atlanta Regional Commission (Southwest)--Douglas County",518.17,132403,255.520389061505,"U"
"675","1304500","Northwest Georgia Regional Commission (Southeast)--Paulding County",808.64,142324,176.004155124654,"U"
"676","1304600","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)",100.55,125017,1243.33167578319,"U"
"677","1305001","Atlanta Regional Commission (South Central)--Clayton County (South)",175.91,109951,625.041214257291,"U"
"678","1305002","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City",190.76,149473,783.565737051793,"U"
"679","1306001","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",526.04,100451,190.956961447799,"U"
"680","1306002","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",308.27,103471,335.650566062218,"U"
"681","1500100","Maui, Kalawao & Kauai Counties",4645.06,222015,47.7959380503158,"R"
"682","1500200","Hawaii County",10433.55,185079,17.7388328996363,"R"
"683","1500301","Honolulu County--Rural Oahu",671.88,100975,150.287253676252,"U"
"684","1500302","Honolulu County--Koolaupoko",174.63,115164,659.474317127641,"U"
"685","1500303","Honolulu County--East Honolulu to Kapahulu",87.38,107596,1231.35728999771,"U"
"686","1500304","Honolulu County--Tantalus to Waikiki",30.42,121369,3989.77646285339,"U"
"687","1500305","Honolulu County--Nuuanu to Kalihi",51.98,114534,2203.42439399769,"U"
"688","1500306","Honolulu County--Moanalua to Pearl City",168.73,141615,839.299472530078,"U"
"689","1500307","Honolulu County--Central Oahu",197.36,145342,736.430887717876,"U"
"690","1500308","Honolulu County--Ewa",173.54,106612,614.336752333756,"U"
"691","1600100","Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",21108.63,115988,5.49481420632225,"R"
"692","1600200","Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities",1500.76,133649,89.054212532317,"R"
"693","1600300","Central Idaho--Lewiston City & Nez Perce Reservation",84611.02,105157,1.24282865281615,"R"
"694","1600400","Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",7402.03,105900,14.3068860839526,"R"
"695","1600500","Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities",20569.52,110936,5.3932225934295,"R"
"696","1600600","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",286.7,112509,392.427624694803,"U"
"697","1600701","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",105.7,105357,996.754966887417,"U"
"698","1600702","Ada County (Northeast)--Boise (North & West) & Garden City Cities",102.41,100664,982.950883702763,"U"
"699","1600800","Ada County (South)--Boise (South) & Kuna Cities",1904.38,106988,56.1799640827986,"R"
"700","1600900","Twin Falls & Cassia Counties--Twin Falls City",11619.45,100182,8.62192272439745,"R"
"701","1601000","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",26101.83,112646,4.31563610674041,"R"
"702","1601100","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",14552.02,129865,8.92419059347087,"R"
"703","1601200","Bonneville County--Idaho Falls City",4833.12,104234,21.5666070778296,"R"
"704","1601300","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",19347.12,123507,6.38374083584534,"R"
"705","1700104","Jo Daviess, Carroll, Whiteside & Lee Counties",6358.53,132594,20.8529329892286,"R"
"706","1700105","Rock Island County",1107.57,147546,133.215959262169,"U"
"707","1700202","Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",11795.31,180743,15.3232937498039,"R"
"708","1700300","Adams, Pike, Brown, Schuyler & Mason Counties",7688.9,112680,14.6548921172079,"R"
"709","1700401","Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",8351.53,144269,17.2745592723728,"R"
"710","1700501","Montgomery, Bond, Clinton, Fayette & Effingham Counties",7131.04,142016,19.9151876865086,"R"
"711","1700600","Douglas, Edgar, Coles & Cumberland Counties",4906.35,103477,21.0904236346775,"R"
"712","1700700","Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",8686.45,109491,12.6048040338688,"R"
"713","1700800","South & Southeast Illinois",10498.7,141300,13.4588091858992,"R"
"714","1700900","Jackson, Williamson, Franklin & Perry Counties",4804.12,188486,39.234240610143,"R"
"715","1701001","Monroe, Randolph, Washington, Jefferson & Marion Counties",6906.5,159413,23.0815898067038,"R"
"716","1701104","St. Clair County (Central & Northeast)",725.8,150929,207.948470653072,"U"
"717","1701105","St. Clair County (Northwest, Southwest & Southeast)",977.79,119127,121.83290890682,"R"
"718","1701204","Madison County (East)",1212.6,121372,100.092363516411,"R"
"719","1701205","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",640.75,147910,230.838860710105,"U"
"720","1701300","Sangamon County--Springfield City",2248.89,197465,87.805539621769,"R"
"721","1701500","Macon County--Decatur City",1503.98,110768,73.6499155573877,"R"
"722","1701602","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",9254.17,148309,16.0261806299214,"R"
"723","1701701","Peoria County--Peoria City",1603.74,186494,116.286929302755,"R"
"724","1701900","Tazewell County",1680.84,135394,80.5513909711811,"R"
"725","1702000","McLean County",3064.93,169572,55.3265490565853,"R"
"726","1702100","Champaign County--Champaign & Urbana Cities",2580.32,201081,77.9287065170211,"R"
"727","1702200","Livingston, Ford, Iroquois & Vermilion Counties",9183.02,164374,17.89977589072,"R"
"728","1702300","Kankakee County",1752.27,113449,64.7440177598201,"R"
"729","1702400","LaSalle County",2939.96,113924,38.7501870773752,"R"
"730","1702501","Knox, Stark, Bureau, Marshall & Woodford Counties",7635.94,151201,19.8012294491575,"R"
"731","1702601","DeKalb County",1635.08,105160,64.3148959072339,"R"
"732","1702700","Stephenson & Ogle Counties",3426.81,101208,29.534173181472,"R"
"733","1702801","Winnebago County (Southeast & West)--Rockford City",967.21,204179,211.101001850684,"U"
"734","1702901","Winnebago (Northeast) & Boone Counties",1089.46,145252,133.324766398032,"U"
"735","1703005","Kane County (Southeast)--Aurora Township",89.81,146149,1627.313216791,"U"
"736","1703007","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships",166.08,116717,702.775770712909,"U"
"737","1703008","Kane County (Northeast)--Elgin (North & Central) & Dundee Townships",141.22,138542,981.03668035689,"U"
"738","1703009","Kane County (West)",949.83,113861,119.875135550572,"R"
"739","1703102","Will County (West Central)--Joliet & Troy Townships",181.29,133389,735.776931987423,"U"
"740","1703105","Will County (Northwest Central)--Plainfield & Lockport Townships",179.8,140328,780.467185761958,"U"
"741","1703106","Will County (Northwest)--DuPage & Wheatland Townships",185.83,169265,910.859387612334,"U"
"742","1703107","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",243.75,123191,505.398974358974,"U"
"743","1703108","Will County (South)",1376.91,111387,80.8963548815827,"R"
"744","1703202","DuPage County (Central)--Milton Township",89.07,117061,1314.25844841136,"U"
"745","1703203","DuPage County (South Central)--Lisle Township",91.5,116268,1270.68852459016,"U"
"746","1703204","DuPage County (Southeast)--Downers Grove Township",128.36,146795,1143.61950763478,"U"
"747","1703205","DuPage County (East Central)--York Township",90.82,123449,1359.27108566395,"U"
"748","1703207","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships",115.2,116449,1010.84201388889,"U"
"749","1703208","DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships",187.41,177668,948.017715169948,"U"
"750","1703209","DuPage County (Southwest)--Naperville & Winfield (South) Townships",145.84,119234,817.56719692814,"U"
"751","1703306","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships",253.12,159552,630.341340075853,"U"
"752","1703307","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",200.07,141028,704.893287349428,"U"
"753","1703308","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",295.81,113547,383.85112065177,"U"
"754","1703309","Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships",216.41,155549,718.769927452521,"U"
"755","1703310","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships",183.68,133786,728.364547038327,"U"
"756","1703401","Cook County (Northwest)--Palatine & Barrington Townships",182.14,126645,695.316789282969,"U"
"757","1703407","Cook County (West Central)--Proviso, Riverside & River Forest Townships",93.79,178470,1902.86810960657,"U"
"758","1703408","Cook County (Central)--Cicero, Berwyn & Oak Park Townships",37.48,192426,5134.09818569904,"U"
"759","1703409","Cook County (West Central)--Lyons & Stickney Townships",126.49,152460,1205.31267293857,"U"
"760","1703410","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships",228.91,173605,758.398497225984,"U"
"761","1703411","Cook County (South Central)--Worth & Calumet Townships",94.06,173435,1843.87624920264,"U"
"762","1703412","Cook County (South Central)--Bremen & Orland (East) Townships",101.58,109799,1080.91159677102,"U"
"763","1703413","Cook County (Southeast)--Thornton Township",121.54,169326,1393.17097251934,"U"
"764","1703414","Cook County (South)--Bloom & Rich Townships",214.6,167649,781.216216216216,"U"
"765","1703415","Cook County (North)--Wheeling Township (North & East)",79,126488,1601.11392405063,"U"
"766","1703416","Cook County (Northeast)--Northfield & New Trier Townships",129.98,140526,1081.13555931682,"U"
"767","1703417","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",97.66,120995,1238.94122465697,"U"
"768","1703418","Cook County (Northwest)--Schaumburg Township (South & Central)",68.35,109831,1606.89100219459,"U"
"769","1703419","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",85.76,122032,1422.94776119403,"U"
"770","1703420","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",84.25,185920,2206.76557863501,"U"
"771","1703421","Cook County (North)--Niles & Evanston Townships",75.14,180368,2400.42587170615,"U"
"772","1703422","Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare",87.21,130093,1491.7211328976,"U"
"773","1703501","Chicago City (North)--Edgewater, Uptown & Rogers Park",15.24,167874,11015.3543307087,"U"
"774","1703502","Chicago City (North)--Lake View & Lincoln Park",16.1,158484,9843.72670807453,"U"
"775","1703503","Chicago City (North)--West Ridge, Lincoln Square & North Center",21.11,143302,6788.34675509237,"U"
"776","1703504","Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park",28.12,141340,5026.31578947368,"U"
"777","1703520","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",25.9,131504,5077.37451737452,"U"
"778","1703521","Chicago City (West)--Austin, Belmont Cragin & Montclare",31.13,190683,6125.37744940572,"U"
"779","1703522","Chicago City (Northwest)--Logan Square, Avondale & Hermosa",17.56,137867,7851.19589977221,"U"
"780","1703523","Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park",37.51,210091,5600.9330845108,"U"
"781","1703524","Chicago City (West)--West Town, Near West Side & Lower West Side",33.69,172082,5107.80647076284,"U"
"782","1703525","Chicago City (Central)--Near North Side, Loop & Near South Side",15.65,131157,8380.63897763578,"U"
"783","1703526","Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park",36.23,164118,4529.89235440243,"U"
"784","1703527","Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn",34.02,149010,4380.07054673721,"U"
"785","1703528","Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing",34.27,154389,4505.07732710826,"U"
"786","1703529","Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas",35.56,179950,5060.46119235096,"U"
"787","1703530","Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly",43.44,129231,2974.93093922652,"U"
"788","1703531","Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside",34.65,137491,3967.99422799423,"U"
"789","1703532","Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering",80.27,136034,1694.70536937835,"U"
"790","1703601","McHenry County (North, West & Central)",1204.98,134473,111.597702866438,"R"
"791","1703602","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",357.22,174287,487.898213985779,"U"
"792","1703700","Kendall & Grundy Counties",1912.39,164799,86.1743681989552,"R"
"793","1800101","Lake County (Northwest)--Hammond & East Chicago Cities",100.23,115525,1152.59902224883,"U"
"794","1800102","Lake County (Northeast)--Gary City & Griffith Town",198.51,130516,657.4782126845,"U"
"795","1800103","Lake County (Central)",206.33,119826,580.749285125769,"U"
"796","1800104","Lake County (South)",787.25,130138,165.307081613211,"U"
"797","1800200","Porter County",1083.01,164343,151.746521269425,"U"
"798","1800300","LaPorte County",1549.59,111467,71.9332210455669,"R"
"799","1800401","St. Joseph County (North)--South Bend City",134,114008,850.805970149254,"U"
"800","1800402","St. Joseph County (Outside South Bend City)--Mishawaka City",1051.83,152923,145.387562628942,"U"
"801","1800500","Elkhart County--Elkhart & Goshen Cities",1199.61,197559,164.686022957461,"U"
"802","1800600","Noble, DeKalb, LaGrange & Steuben Counties",3787.16,161072,42.5310786974936,"R"
"803","1800700","Jasper, Starke, Fulton, Newton & Pulaski Counties",5367.89,105323,19.6209311293637,"R"
"804","1800800","Kosciusko & Marshall Counties",2525.26,124409,49.2658181731782,"R"
"805","1800900","Huntington, Whitley, Adams & Wells Counties",3691.6,132439,35.8757720229711,"R"
"806","1801001","Allen County (Central)--Fort Wayne City (South)",157.77,128696,815.719084743614,"U"
"807","1801002","Allen County (Central)--Fort Wayne City (North)",178.07,120552,676.992194080979,"U"
"808","1801003","Allen County (Outside Fort Wayne City)",1366.59,106081,77.624598453084,"R"
"809","1801100","Montgomery, Clinton, White, Carroll & Benton Counties",5681.01,125000,22.0031297251721,"R"
"810","1801200","Tippecanoe County--Lafayette & West Lafayette Cities",1294.49,172780,133.473414240357,"U"
"811","1801300","Howard, Cass & Tipton Counties--Kokomo City",2501.29,137654,55.0332028673205,"R"
"812","1801400","Grant, Miami & Wabash Counties",3108.89,139852,44.9845443228934,"R"
"813","1801500","Henry, Randolph, Jay & Blackford Counties",3608.48,109652,30.3873098922538,"R"
"814","1801600","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",5870.37,107664,18.3402409047471,"R"
"815","1801700","Vigo County--Terre Haute City",1044.57,107848,103.246311879529,"R"
"816","1801801","Boone & Hamilton (Northwest) Counties",1519.75,108188,71.1880243461096,"R"
"817","1801802","Hamilton County (Central)--Carmel City & Fishers Town (West)",166.59,113910,683.774536286692,"U"
"818","1801803","Hamilton County (East)--Noblesville City & Fishers Town (East)",430.15,109111,253.658026269906,"U"
"819","1801900","Madison County--Anderson City",1170.45,131636,112.466145499594,"R"
"820","1802000","Delaware County--Muncie City",1015.6,117671,115.863528948405,"R"
"821","1802100","Morgan, Putnam & Brown Counties",3098.86,122099,39.4012636905184,"R"
